president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,All polls,5/10/17,41.21492,46.01898,36.41087,52.84939,57.7994,47.89938,10/5/17 14:54
Donald Trump,Voters,5/9/17,44.17577,48.55055,39.80099,50.24742,54.92481,45.57002,9/5/17 13:03
Donald Trump,Adults,42983,41.14016,45.44517,36.83515,52.99695,57.98884,48.00506,2017-05-09
Donald Trump,All polls,5/9/17,41.93328,46.63458,37.23199,52.1669,57.1736,47.1602,9/5/17 13:03
Donald Trump,Adults,42952,41.42287,45.74117,37.10458,53.04214,58.23603,47.84824,2017-05-08
Donald Trump,Voters,5/8/17,44.14452,48.51689,39.77215,50.20971,54.84586,45.57356,8/5/17 13:08
Donald Trump,All polls,5/8/17,42.16862,46.80999,37.52726,52.08101,57.21143,46.95058,8/5/17 13:08
Donald Trump,Adults,42921,41.26906,45.62116,36.91697,53.12979,58.36459,47.89498,2017-05-07
Donald Trump,Voters,5/7/17,44.32235,48.65945,39.98526,50.10137,54.64916,45.55357,7/5/17 13:12
Donald Trump,All polls,5/7/17,42.13611,46.83911,37.43311,52.09691,57.26974,46.92409,7/5/17 13:12
Donald Trump,Voters,5/6/17,44.32235,48.65945,39.98526,50.10137,54.64916,45.55357,6/5/17 13:11
Donald Trump,Adults,42891,41.32185,45.67287,36.97084,53.11271,58.37172,47.85369,2017-05-06
Donald Trump,All polls,5/6/17,42.17928,46.86745,37.49111,52.08133,57.26179,46.90088,6/5/17 13:11
Donald Trump,Voters,5/5/17,44.06768,48.48866,39.64671,50.19212,54.87309,45.51114,5/5/17 13:11
Donald Trump,Adults,42860,41.49231,45.89816,37.08645,52.98911,58.44722,47.531,2017-05-05
Donald Trump,All polls,5/5/17,42.33636,47.07829,37.59442,51.93982,57.23312,46.64652,5/5/17 13:11
Donald Trump,Adults,42830,41.48521,45.87061,37.0998,53.02538,58.46288,47.58789,2017-05-04
Donald Trump,Voters,5/4/17,44.23395,48.69094,39.77697,49.99863,54.58596,45.4113,4/5/17 11:48
Donald Trump,All polls,5/4/17,42.42966,47.21623,37.64309,51.85018,57.14867,46.55169,4/5/17 11:48
Donald Trump,Voters,5/3/17,44.34391,48.90283,39.78498,49.80513,54.46153,45.14873,3/5/17 13:07
Donald Trump,Adults,42799,41.48521,45.87061,37.0998,53.02538,58.46288,47.58789,2017-05-03
Donald Trump,All polls,5/3/17,42.38294,47.22184,37.54404,51.87002,57.22107,46.51897,3/5/17 13:07
Donald Trump,Voters,5/2/17,44.19493,48.93872,39.45113,50.27415,54.85132,45.69698,2/5/17 13:05
Donald Trump,Adults,42771,41.01395,45.53724,36.49067,54.02813,59.42989,48.62637,2017-05-02
Donald Trump,All polls,5/2/17,41.99481,46.92556,37.06407,52.65896,58.00486,47.31306,2/5/17 13:05
Donald Trump,Voters,5/1/17,44.12144,48.82506,39.41782,50.34044,54.91676,45.76411,1/5/17 15:56
Donald Trump,Adults,42740,40.90617,45.40572,36.40663,54.12692,59.50862,48.74522,2017-05-01
Donald Trump,All polls,5/1/17,41.87309,46.76357,36.98261,52.76786,58.10855,47.42718,1/5/17 15:56
Donald Trump,Adults,4/30/2017,41.0427,45.62574,36.45967,53.92722,59.38926,48.46518,2017-04-30
Donald Trump,Voters,4/30/2017,44.18594,48.92052,39.45135,50.13792,54.68615,45.58969,30/4/17 13:04
Donald Trump,All polls,4/30/2017,41.98776,46.93704,37.03849,52.59581,57.99697,47.19464,30/4/17 13:04
Donald Trump,Adults,4/29/2017,41.04478,45.61719,36.47237,53.89684,59.35752,48.43616,2017-04-29
Donald Trump,Voters,4/29/2017,44.18594,48.92052,39.45135,50.13792,54.68615,45.58969,29/4/17 13:14
Donald Trump,All polls,4/29/2017,41.99678,46.93359,37.05997,52.56797,57.95444,47.1815,29/4/17 13:14
Donald Trump,Voters,4/28/2017,44.18594,48.92052,39.45135,50.13792,54.68615,45.58969,28/4/17 13:13
Donald Trump,Adults,4/28/2017,40.96248,45.51542,36.40953,54.07797,59.50538,48.65056,2017-04-28
Donald Trump,All polls,4/28/2017,41.9548,46.88246,37.02715,52.67693,58.03936,47.31449,28/4/17 13:13
Donald Trump,Adults,4/27/2017,41.19462,45.27081,37.11842,53.62363,58.3029,48.94435,2017-04-27
Donald Trump,Voters,4/27/2017,43.94151,48.69866,39.18437,50.25742,54.9077,45.60715,27/4/17 13:12
Donald Trump,All polls,4/27/2017,42.1408,46.77888,37.50272,52.32465,57.1571,47.4922,27/4/17 13:12
Donald Trump,Adults,4/26/2017,40.71889,44.81233,36.62546,53.70636,58.5398,48.87291,2017-04-26
Donald Trump,Voters,4/26/2017,44.06063,48.8275,39.29377,50.11729,54.70171,45.53288,26/4/17 18:27
Donald Trump,All polls,4/26/2017,41.98724,46.71743,37.25704,52.19347,57.10226,47.28468,26/4/17 18:27
Donald Trump,Voters,4/25/2017,43.502,48.45667,38.54732,50.69404,55.25338,46.13471,25/4/17 13:12
Donald Trump,Adults,4/25/2017,40.30374,44.60197,36.00551,54.23236,59.40096,49.06376,2017-04-25
Donald Trump,All polls,4/25/2017,41.42433,46.19313,36.65553,52.85545,57.87822,47.83269,25/4/17 13:12
Donald Trump,Voters,4/24/2017,44.23955,49.54624,38.93287,50.40123,55.07882,45.72365,24/4/17 13:03
Donald Trump,Adults,4/24/2017,40.60334,45.012,36.19468,53.91079,59.18217,48.6394,2017-04-24
Donald Trump,All polls,4/24/2017,41.76186,46.79366,36.73006,52.74255,57.86912,47.61599,24/4/17 13:03
Donald Trump,Adults,4/23/2017,40.62176,45.03156,36.21197,53.92823,59.21482,48.64163,2017-04-23
Donald Trump,Voters,4/23/2017,44.04811,49.1926,38.90363,50.56432,55.18794,45.9407,23/4/17 14:13
Donald Trump,All polls,4/23/2017,41.63386,46.54868,36.71904,52.87494,57.99485,47.75502,23/4/17 14:13
Donald Trump,Voters,4/22/2017,44.04811,49.1926,38.90363,50.56432,55.18794,45.9407,22/4/17 13:19
Donald Trump,Adults,4/22/2017,40.71088,45.44498,35.97677,53.36101,59.11146,47.61056,2017-04-22
Donald Trump,All polls,4/22/2017,41.88213,47.01614,36.74812,52.33886,57.71994,46.95778,22/4/17 13:19
Donald Trump,Adults,4/21/2017,40.72075,45.46203,35.97947,53.3662,59.12423,47.60818,2017-04-21
Donald Trump,Voters,4/21/2017,44.04811,49.1926,38.90363,50.56432,55.18794,45.9407,21/4/17 13:05
Donald Trump,All polls,4/21/2017,41.89439,47.02298,36.7658,52.33761,57.71827,46.95695,21/4/17 13:05
Donald Trump,Voters,4/20/2017,44.05973,49.1797,38.93976,50.58625,55.20732,45.96517,20/4/17 13:19
Donald Trump,Adults,4/20/2017,40.81158,45.62248,36.00069,52.93252,58.88656,46.97849,2017-04-20
Donald Trump,All polls,4/20/2017,42.02447,47.19346,36.85548,52.04146,57.51389,46.56903,20/4/17 13:19
Donald Trump,Adults,4/19/2017,41.10365,45.66794,36.53936,52.49113,57.87409,47.10818,2017-04-19
Donald Trump,Voters,4/19/2017,44.00313,49.2343,38.77197,50.52559,54.88184,46.16934,19/4/17 13:05
Donald Trump,All polls,4/19/2017,41.92009,47.03592,36.80427,51.80953,56.86413,46.75493,19/4/17 13:05
Donald Trump,Adults,4/18/2017,41.32755,46.28143,36.37368,51.95232,57.66853,46.23611,2017-04-18
Donald Trump,Voters,4/18/2017,43.50145,48.9874,38.01551,50.31609,54.99622,45.63595,18/4/17 13:11
Donald Trump,All polls,4/18/2017,41.70159,46.99654,36.40664,51.38246,56.7924,45.97252,18/4/17 13:11
Donald Trump,Voters,4/17/2017,43.4188,48.84432,37.99329,50.35167,55.01369,45.68964,17/4/17 15:36
Donald Trump,Adults,4/17/2017,41.29482,46.21842,36.37123,52.09627,57.79642,46.39611,2017-04-17
Donald Trump,All polls,4/17/2017,41.62966,46.85859,36.40073,51.48813,56.89203,46.08422,17/4/17 15:36
Donald Trump,Adults,4/16/2017,41.17042,46.12373,36.21711,52.25262,58.22296,46.28227,2017-04-16
Donald Trump,Voters,4/16/2017,42.73984,48.22797,37.25171,50.934,55.76231,46.10569,16/4/17 13:06
Donald Trump,All polls,4/16/2017,41.34031,46.52293,36.1577,51.77214,57.3511,46.19318,16/4/17 13:06
Donald Trump,Adults,4/15/2017,41.01736,45.97337,36.06135,52.42741,58.41444,46.44038,2017-04-15
Donald Trump,Voters,4/15/2017,42.73984,48.22797,37.25171,50.934,55.76231,46.10569,15/4/17 13:06
Donald Trump,All polls,4/15/2017,41.23275,46.41501,36.0505,51.88008,57.46936,46.2908,15/4/17 13:06
Donald Trump,Voters,4/14/2017,42.73984,48.22797,37.25171,50.934,55.76231,46.10569,14/4/17 13:10
Donald Trump,Adults,4/14/2017,41.0928,46.019,36.16659,52.42646,58.40254,46.45038,2017-04-14
Donald Trump,All polls,4/14/2017,41.27088,46.42637,36.11538,51.87616,57.45,46.30231,14/4/17 13:10
Donald Trump,Voters,4/13/2017,42.90318,48.45972,37.34663,51.71242,56.7949,46.62994,13/4/17 13:11
Donald Trump,Adults,4/13/2017,41.22889,46.25507,36.20272,52.85146,58.95934,46.74358,2017-04-13
Donald Trump,All polls,4/13/2017,41.44421,46.76628,36.12213,52.70598,58.45796,46.95399,13/4/17 13:11
Donald Trump,Adults,43073,41.62653,46.5685,36.68455,52.25298,58.06441,46.44155,2017-04-12
Donald Trump,Voters,4/12/17,42.83318,48.376,37.29036,51.76783,56.88817,46.64748,12/4/17 13:07
Donald Trump,All polls,4/12/17,41.64417,46.87432,36.41402,52.36113,57.88984,46.83242,12/4/17 13:07
Donald Trump,Voters,4/11/17,42.56668,48.27353,36.85984,51.78368,56.98209,46.58527,11/4/17 17:59
Donald Trump,Adults,43043,41.84169,46.86845,36.81492,52.17405,58.11969,46.22842,2017-04-11
Donald Trump,All polls,4/11/17,41.51326,46.72686,36.29965,52.52065,58.12492,46.91638,11/4/17 17:59
Donald Trump,Voters,4/10/17,41.39298,46.71243,36.07354,52.95179,57.82961,48.07397,10/4/17 13:09
Donald Trump,Adults,43012,41.15395,45.86559,36.44231,52.99094,58.75322,47.22866,2017-04-10
Donald Trump,All polls,4/10/17,40.87731,45.83553,35.91909,53.21894,58.66856,47.76932,10/4/17 13:09
Donald Trump,Voters,4/9/17,41.51286,46.80249,36.22323,52.79503,57.599,47.99107,9/4/17 14:53
Donald Trump,Adults,42982,40.46673,45.30285,35.63061,53.93581,59.76171,48.10991,2017-04-09
Donald Trump,All polls,4/9/17,40.41701,45.49614,35.33789,53.82942,59.29893,48.35992,9/4/17 14:53
Donald Trump,Adults,42951,40.44548,45.27812,35.61284,53.98016,59.79935,48.16096,2017-04-08
Donald Trump,Voters,4/8/17,41.51286,46.80249,36.22323,52.79503,57.599,47.99107,8/4/17 14:09
Donald Trump,All polls,4/8/17,40.40128,45.47359,35.32896,53.86125,59.32256,48.39995,8/4/17 14:09
Donald Trump,Adults,42920,40.42915,45.2564,35.60189,54.0258,59.83382,48.21779,2017-04-07
Donald Trump,Voters,4/7/17,41.51286,46.80249,36.22323,52.79503,57.599,47.99107,7/4/17 15:27
Donald Trump,All polls,4/7/17,40.38835,45.4526,35.32409,53.89001,59.34081,48.43921,7/4/17 15:27
Donald Trump,Voters,4/6/17,41.74047,47.29905,36.1819,52.44887,57.36218,47.53556,6/4/17 13:34
Donald Trump,Adults,42890,40.51774,45.51066,35.52483,53.72948,59.73963,47.71933,2017-04-06
Donald Trump,All polls,4/6/17,40.41075,45.60198,35.21951,53.69882,59.2783,48.11934,6/4/17 13:34
Donald Trump,Adults,42859,40.98213,45.88659,36.07767,52.87018,58.4521,47.28827,2017-04-05
Donald Trump,Voters,4/5/17,41.72259,47.24487,36.20031,52.42102,57.31507,47.52696,5/4/17 13:30
Donald Trump,All polls,4/5/17,40.66016,45.7916,35.52871,53.16607,58.42831,47.90383,5/4/17 13:30
Donald Trump,Adults,42829,40.50948,45.69217,35.32678,53.39999,59.1553,47.64467,2017-04-04
Donald Trump,Voters,4/4/17,41.28366,46.88392,35.6834,52.73132,57.75137,47.71127,4/4/17 15:00
Donald Trump,All polls,4/4/17,40.01525,45.26242,34.76808,53.67127,59.05883,48.2837,4/4/17 15:00
Donald Trump,Voters,4/3/17,41.49263,46.54613,36.43912,52.28128,57.25156,47.311,3/4/17 13:27
Donald Trump,Adults,42798,39.61414,44.69081,34.53746,53.89282,59.91079,47.87486,2017-04-03
Donald Trump,All polls,4/3/17,39.84783,44.92455,34.77111,53.59146,59.18995,47.99298,3/4/17 13:27
Donald Trump,Voters,4/2/17,41.77287,46.84838,36.69736,51.91686,56.71685,47.11687,2/4/17 14:11
Donald Trump,Adults,42770,40.39359,45.16575,35.62142,53.45893,59.59847,47.31939,2017-04-02
Donald Trump,All polls,4/2/17,40.44848,45.32938,35.56758,53.17198,58.80313,47.54082,2/4/17 14:11
Donald Trump,Adults,42739,40.55445,45.26672,35.84218,53.32457,59.41961,47.22953,2017-04-01
Donald Trump,Voters,4/1/17,41.77287,46.84838,36.69736,51.91686,56.71685,47.11687,1/4/17 17:13
Donald Trump,All polls,4/1/17,40.54905,45.38779,35.7103,53.0927,58.68511,47.50028,1/4/17 17:13
Donald Trump,Voters,3/31/2017,41.77287,46.84838,36.69736,51.91686,56.71685,47.11687,31/3/17 13:33
Donald Trump,Adults,3/31/2017,40.448,45.17403,35.72196,53.2771,59.34482,47.20937,2017-03-31
Donald Trump,All polls,3/31/2017,40.48179,45.32975,35.63383,53.06938,58.63694,47.50181,31/3/17 13:33
Donald Trump,Voters,3/30/2017,42.78091,47.72739,37.83444,51.80407,56.74441,46.86372,30/3/17 15:40
Donald Trump,Adults,3/30/2017,40.11081,44.79861,35.42301,54.028,59.98937,48.06663,2017-03-30
Donald Trump,All polls,3/30/2017,40.63618,45.51982,35.75254,53.55639,59.13385,47.97892,30/3/17 15:40
Donald Trump,Voters,3/29/2017,43.23234,48.12896,38.33572,51.65588,56.73108,46.58068,29/3/17 13:36
Donald Trump,Adults,3/29/2017,40.54865,45.12926,35.96804,52.65205,58.12233,47.18176,2017-03-29
Donald Trump,All polls,3/29/2017,41.20364,46.0816,36.32568,52.53189,57.80197,47.26182,29/3/17 13:36
Donald Trump,Adults,3/28/2017,40.6702,45.40951,35.93089,52.81675,58.3959,47.2376,2017-03-28
Donald Trump,Voters,3/28/2017,43.37658,48.56889,38.18426,51.31355,56.60413,46.02298,28/3/17 15:15
Donald Trump,All polls,3/28/2017,41.55795,46.62505,36.49085,52.38742,57.79079,46.98404,28/3/17 15:15
Donald Trump,Adults,3/27/2017,41.03792,46.03124,36.0446,52.65294,58.45473,46.85114,2017-03-27
Donald Trump,Voters,3/27/2017,44.28436,49.65789,38.91082,50.60625,55.98377,45.22873,27/3/17 13:05
Donald Trump,All polls,3/27/2017,41.81089,47.05198,36.56979,52.25573,57.78765,46.7238,27/3/17 13:05
Donald Trump,Voters,3/26/2017,44.35612,49.65315,39.05909,50.58176,55.89857,45.26495,26/3/17 13:59
Donald Trump,Adults,3/26/2017,41.43587,46.2299,36.64183,52.38198,58.08395,46.68002,2017-03-26
Donald Trump,All polls,3/26/2017,42.08798,47.20525,36.97071,52.08815,57.57109,46.60522,26/3/17 13:59
Donald Trump,Adults,3/25/2017,41.53386,46.28392,36.78381,52.38558,58.0583,46.71286,2017-03-25
Donald Trump,Voters,3/25/2017,44.35612,49.65315,39.05909,50.58176,55.89857,45.26495,25/3/17 16:18
Donald Trump,All polls,3/25/2017,42.14841,47.22449,37.07233,52.09206,57.54439,46.63973,25/3/17 16:18
Donald Trump,Adults,3/24/2017,41.54422,46.26891,36.81953,52.38712,58.03065,46.74358,2017-03-24
Donald Trump,Voters,3/24/2017,44.35612,49.65315,39.05909,50.58176,55.89857,45.26495,24/3/17 14:02
Donald Trump,All polls,3/24/2017,42.15625,47.20598,37.10653,52.08948,57.51303,46.66592,24/3/17 14:02
Donald Trump,Voters,3/23/2017,44.11869,49.32698,38.9104,50.66172,55.60133,45.72211,23/3/17 13:29
Donald Trump,Adults,3/23/2017,41.48011,45.96347,36.99674,52.1105,57.37497,46.84602,2017-03-23
Donald Trump,All polls,3/23/2017,42.28773,47.29216,37.28331,51.76073,56.88629,46.63516,23/3/17 13:29
Donald Trump,Voters,3/22/2017,44.10851,49.28387,38.93314,50.6463,55.57218,45.72042,22/3/17 13:52
Donald Trump,Adults,3/22/2017,41.60312,46.0286,37.17764,51.97084,57.16357,46.77811,2017-03-22
Donald Trump,All polls,3/22/2017,42.34076,47.29531,37.38622,51.67672,56.76546,46.58797,22/3/17 13:52
Donald Trump,Adults,3/21/2017,41.38521,45.94193,36.8285,52.85176,58.01113,47.6924,2017-03-21
Donald Trump,Voters,3/21/2017,44.61454,49.35433,39.87475,50.02016,54.68645,45.35387,21/3/17 13:03
Donald Trump,All polls,3/21/2017,42.41769,47.27553,37.55984,51.82015,56.87549,46.7648,21/3/17 13:03
Donald Trump,Voters,3/20/2017,44.52505,49.19572,39.85439,50.08957,54.74471,45.43443,20/3/17 13:07
Donald Trump,Adults,3/20/2017,41.57674,46.22869,36.9248,52.50675,57.73434,47.27915,2017-03-20
Donald Trump,All polls,3/20/2017,42.56183,47.41304,37.71062,51.57077,56.63733,46.5042,20/3/17 13:07
Donald Trump,Voters,3/19/2017,44.47798,49.07936,39.8766,50.08054,54.69834,45.46274,19/3/17 15:11
Donald Trump,Adults,3/19/2017,41.53395,46.20824,36.85967,52.66131,57.92685,47.39578,2017-03-19
Donald Trump,All polls,3/19/2017,42.48279,47.31588,37.6497,51.70201,56.81096,46.59307,19/3/17 15:11
Donald Trump,Voters,3/18/2017,44.47798,49.07936,39.8766,50.08054,54.69834,45.46274,18/3/17 14:12
Donald Trump,Adults,3/18/2017,41.87791,46.41851,37.33731,52.33651,57.45996,47.21305,2017-03-18
Donald Trump,All polls,3/18/2017,42.70947,47.44154,37.97739,51.48524,56.47866,46.49182,18/3/17 14:12
Donald Trump,Adults,3/17/2017,42.80822,46.93233,38.6841,51.36173,56.22272,46.50073,2017-03-17
Donald Trump,Voters,3/17/2017,44.47798,49.07936,39.8766,50.08054,54.69834,45.46274,17/3/17 13:38
Donald Trump,All polls,3/17/2017,43.36182,47.80959,38.91404,50.8023,55.57342,46.03117,17/3/17 13:38
Donald Trump,Adults,3/16/2017,43.24698,47.57337,38.92059,51.14386,56.14853,46.13919,2017-03-16
Donald Trump,Voters,3/16/2017,44.63105,49.32425,39.93784,49.73156,54.35492,45.1082,16/3/17 14:11
Donald Trump,All polls,3/16/2017,43.59192,48.14231,39.04153,50.67634,55.53901,45.81367,16/3/17 14:11
Donald Trump,Voters,3/15/2017,44.59151,49.29085,39.89216,49.70044,54.3433,45.05758,15/3/17 18:14
Donald Trump,Adults,3/15/2017,43.43536,47.89869,38.97202,49.8028,54.29678,45.30881,2017-03-15
Donald Trump,All polls,3/15/2017,43.732,48.34158,39.12242,49.82358,54.37471,45.27245,15/3/17 18:14
Donald Trump,Adults,3/14/2017,43.82244,48.24846,39.39643,49.54628,54.1033,44.98926,2017-03-14
Donald Trump,Voters,3/14/2017,45.47269,50.2247,40.72068,49.06578,53.79823,44.33332,14/3/17 13:27
Donald Trump,All polls,3/14/2017,44.29615,48.92532,39.66698,49.32653,53.95638,44.69668,14/3/17 13:27
Donald Trump,Adults,3/13/2017,44.10419,48.49052,39.71787,48.99449,53.57737,44.41162,2017-03-13
Donald Trump,Voters,3/13/2017,45.58329,50.42994,40.73663,48.65232,53.42555,43.87909,13/3/17 13:19
Donald Trump,All polls,3/13/2017,44.53927,49.17732,39.90122,48.95186,53.59417,44.30956,13/3/17 13:19
Donald Trump,Voters,3/12/17,45.73587,50.55025,40.92148,48.4897,53.1647,43.8147,12/3/17 18:06
Donald Trump,Adults,3/12/17,44.32833,48.67724,39.97943,48.88358,53.44093,44.32623,2017-03-12
Donald Trump,All polls,3/12/17,44.76669,49.39057,40.14281,48.7696,53.37308,44.16611,12/3/17 18:06
Donald Trump,Voters,3/11/17,45.73587,50.55025,40.92148,48.4897,53.1647,43.8147,11/3/17 16:47
Donald Trump,Adults,3/11/17,44.2165,48.54074,39.89226,48.96644,53.50496,44.42792,2017-03-11
Donald Trump,All polls,3/11/17,44.6835,49.29448,40.07253,48.83847,53.42355,44.2534,11/3/17 16:47
Donald Trump,Adults,3/10/17,43.9422,48.24376,39.64064,49.21457,53.79547,44.63366,2017-03-10
Donald Trump,Voters,3/10/17,45.5193,50.33577,40.70283,48.62363,53.38221,43.86504,10/3/17 13:11
Donald Trump,All polls,3/10/17,44.51029,49.12762,39.89296,49.00035,53.60986,44.39085,10/3/17 13:11
Donald Trump,Voters,3/9/17,45.35116,50.14901,40.55331,48.61091,53.3605,43.86132,9/3/17 13:21
Donald Trump,Adults,3/9/17,43.41724,47.52428,39.3102,49.70358,54.20479,45.20238,2017-03-09
Donald Trump,All polls,3/9/17,44.25294,48.83014,39.67575,49.22272,53.79013,44.65532,9/3/17 13:21
Donald Trump,Adults,3/8/17,43.52806,47.62445,39.43167,49.65459,54.15749,45.15169,2017-03-08
Donald Trump,Voters,3/8/17,45.37472,50.1804,40.56905,48.55411,53.31239,43.79584,8/3/17 14:28
Donald Trump,All polls,3/8/17,44.33974,48.90763,39.77184,49.15517,53.72889,44.58145,8/3/17 14:28
Donald Trump,Voters,3/7/17,45.46577,50.29033,40.64122,48.28428,53.04988,43.51868,7/3/17 15:44
Donald Trump,Adults,3/7/17,43.68052,47.77182,39.58922,49.24304,53.76972,44.71636,2017-03-07
Donald Trump,All polls,3/7/17,44.3455,48.87922,39.81178,48.89124,53.46196,44.32052,7/3/17 15:44
Donald Trump,Voters,3/6/17,45.36596,50.36006,40.37185,48.83812,53.65353,44.02271,6/3/17 13:24
Donald Trump,Adults,3/6/17,43.51528,47.50908,39.52149,49.41735,53.87724,44.95747,2017-03-06
Donald Trump,All polls,3/6/17,44.08371,48.69637,39.47105,49.29635,53.78793,44.80477,6/3/17 13:24
Donald Trump,All polls,3/5/17,43.93693,48.76372,39.11013,49.72623,54.27249,45.17998,5/3/17 16:18
Donald Trump,Voters,3/5/17,45.63852,50.65363,40.62341,49.62764,54.40191,44.85337,5/3/17 16:18
Donald Trump,Adults,3/5/17,43.00411,47.25905,38.74918,50.26909,54.7504,45.78778,2017-03-05
Donald Trump,Adults,3/4/17,42.9674,47.17238,38.76241,50.43211,54.88548,45.97874,2017-03-04
Donald Trump,All polls,3/4/17,43.90226,48.6751,39.12943,49.85654,54.37281,45.34027,6/3/17 9:44
Donald Trump,Voters,3/4/17,45.63852,50.65363,40.62341,49.62764,54.40191,44.85337,6/3/17 9:44
Donald Trump,All polls,3/3/17,43.90226,48.6751,39.12943,49.85654,54.37281,45.34027,3/3/17 16:02
Donald Trump,Adults,3/3/17,42.9674,47.17238,38.76241,50.43211,54.88548,45.97874,2017-03-03
Donald Trump,Voters,3/3/17,45.63852,50.65363,40.62341,49.62764,54.40191,44.85337,3/3/17 16:02
Donald Trump,Adults,3/2/17,42.74433,46.98483,38.50384,50.39036,54.90135,45.87937,2017-03-02
Donald Trump,Voters,3/2/17,45.23322,50.25408,40.21236,49.77825,54.56505,44.99146,2/3/17 15:19
Donald Trump,All polls,3/2/17,43.71027,48.49278,38.92776,49.87239,54.40887,45.33591,2/3/17 15:19
Donald Trump,Adults,3/1/17,42.93229,47.20044,38.66414,50.10905,54.72215,45.49596,2017-03-01
Donald Trump,Voters,3/1/17,45.15903,50.19463,40.12343,49.53156,54.37161,44.69152,2/3/17 11:26
Donald Trump,All polls,3/1/17,43.75505,48.47799,39.03212,49.75748,54.34694,45.16802,2/3/17 11:25
Donald Trump,Voters,2/28/2017,44.69143,49.87772,39.50513,49.79915,54.73494,44.86337,2/3/17 11:26
Donald Trump,All polls,2/28/2017,42.93886,47.79404,38.08368,50.21992,55.00761,45.43224,2/3/17 11:25
Donald Trump,Adults,2/28/2017,41.92185,46.14059,37.7031,50.75521,55.67918,45.83124,2017-02-28
Donald Trump,Voters,2/27/2017,44.77391,49.93987,39.60795,49.68867,54.59674,44.78059,2/3/17 11:26
Donald Trump,Adults,2/27/2017,41.93449,46.13142,37.73755,50.65856,55.54948,45.76763,2017-02-27
Donald Trump,All polls,2/27/2017,42.97042,47.81451,38.12633,50.10254,54.87105,45.33402,2/3/17 11:25
Donald Trump,Adults,2/26/2017,41.86868,46.0538,37.68355,50.54937,55.40913,45.68962,2017-02-26
Donald Trump,All polls,2/26/2017,42.94234,47.78183,38.10285,49.97172,54.73501,45.20843,2/3/17 11:25
Donald Trump,Voters,2/26/2017,44.86759,49.97301,39.76218,49.60043,54.46981,44.73105,2/3/17 11:26
Donald Trump,Adults,2/25/2017,41.93456,46.09764,37.77147,50.34444,55.17621,45.51268,2017-02-25
Donald Trump,All polls,2/25/2017,42.99247,47.80976,38.17517,49.87163,54.60665,45.1366,2/3/17 11:25
Donald Trump,Voters,2/25/2017,44.86759,49.97301,39.76218,49.60043,54.46981,44.73105,2/3/17 11:26
Donald Trump,All polls,2/24/2017,43.10133,47.88879,38.31387,49.82072,54.53353,45.10792,2/3/17 11:25
Donald Trump,Adults,2/24/2017,42.13914,46.28004,37.99824,50.20037,55.015,45.38575,2017-02-24
Donald Trump,Voters,2/24/2017,44.86759,49.97301,39.76218,49.60043,54.46981,44.73105,2/3/17 11:26
Donald Trump,Adults,2/23/2017,42.08851,46.23182,37.94521,50.09972,54.93006,45.26939,2017-02-23
Donald Trump,All polls,2/23/2017,43.00062,47.7711,38.23013,49.79304,54.51702,45.06906,2/3/17 11:25
Donald Trump,Voters,2/23/2017,44.84227,49.9486,39.73595,49.52387,54.37848,44.66925,2/3/17 11:26
Donald Trump,All polls,2/22/2017,42.54541,47.43392,37.6569,50.79599,55.63756,45.95441,2/3/17 11:25
Donald Trump,Adults,2/22/2017,40.99014,45.27751,36.70276,51.52739,56.48182,46.57297,2017-02-22
Donald Trump,Voters,2/22/2017,44.294,49.44938,39.13863,50.37005,55.35322,45.38689,2/3/17 11:26
Donald Trump,Voters,2/21/2017,45.53262,50.36337,40.70187,49.28985,54.07336,44.50635,2/3/17 11:26
Donald Trump,All polls,2/21/2017,43.66503,48.39862,38.93143,50.16118,54.99011,45.33226,2/3/17 11:25
Donald Trump,Adults,2/21/2017,41.4049,45.76923,37.04057,51.92768,57.05551,46.79984,2017-02-21
Donald Trump,All polls,2/20/2017,43.83627,48.59529,39.07725,50.03596,54.89173,45.18018,2/3/17 11:25
Donald Trump,Voters,2/20/2017,45.56286,50.41407,40.71165,49.19039,53.98789,44.39288,2/3/17 11:26
Donald Trump,Adults,2/20/2017,41.1068,45.60037,36.61324,52.24264,57.46707,47.01821,2017-02-20
Donald Trump,Voters,2/19/2017,46.48179,51.23529,41.72828,49.83215,54.65438,45.00993,2/3/17 11:26
Donald Trump,All polls,2/19/2017,44.10547,48.89841,39.31253,50.62915,55.54121,45.7171,2/3/17 11:25
Donald Trump,Adults,2/19/2017,41.1262,45.72119,36.53122,52.34517,57.59246,47.09787,2017-02-19
Donald Trump,Voters,2/18/2017,46.48179,51.23529,41.72828,49.83215,54.65438,45.00993,2/3/17 11:26
Donald Trump,All polls,2/18/2017,44.31153,49.03962,39.58345,50.62162,55.49161,45.75164,2/3/17 11:25
Donald Trump,Adults,2/18/2017,41.14259,45.75518,36.52999,52.61021,57.82709,47.39334,2017-02-18
Donald Trump,Voters,2/17/2017,46.66242,51.43516,41.88968,49.45398,54.19453,44.71342,2/3/17 11:26
Donald Trump,All polls,2/17/2017,44.46416,49.21023,39.7181,50.34889,55.15873,45.53905,2/3/17 11:25
Donald Trump,Adults,2/17/2017,40.93276,45.58841,36.27711,52.55815,57.6859,47.4304,2017-02-17
