president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,All polls,10/22/2017,37.85255,42.3642,33.34089,55.94585,60.64472,51.24699,22/10/17 13:07
Donald Trump,Adults,10/21/2017,36.73466,40.14734,33.32198,56.97978,61.64387,52.3157,2017-10-21
Donald Trump,Voters,10/21/2017,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162,21/10/17 13:07
Donald Trump,All polls,10/21/2017,37.86096,42.36507,33.35685,55.98836,60.69853,51.27818,21/10/17 13:07
Donald Trump,Adults,10/20/2017,36.69792,40.13217,33.26366,57.0166,61.69907,52.33413,2017-10-20
Donald Trump,Voters,10/20/2017,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162,20/10/17 15:44
Donald Trump,All polls,10/20/2017,37.84346,42.34471,33.3422,56.00579,60.71263,51.29896,20/10/17 15:44
Donald Trump,Voters,10/19/2017,39.58765,43.69738,35.47793,54.8556,59.21457,50.49662,19/10/17 14:34
Donald Trump,Adults,10/19/2017,36.88713,40.35565,33.41861,56.65256,61.34747,51.95765,2017-10-19
Donald Trump,All polls,10/19/2017,37.96664,42.42966,33.50361,55.79045,60.46689,51.11402,19/10/17 14:34
Donald Trump,Voters,10/18/2017,39.87877,44.08759,35.66994,54.70084,59.13977,50.26191,18/10/17 13:05
Donald Trump,Adults,10/18/2017,36.74679,40.39061,33.10298,56.59354,61.50909,51.67799,2017-10-18
Donald Trump,All polls,10/18/2017,38.07331,42.73254,33.41408,55.5466,60.36487,50.72834,18/10/17 13:05
Donald Trump,Adults,10/17/2017,36.73927,40.47601,33.00253,56.83446,61.62724,52.04168,2017-10-17
Donald Trump,Voters,10/17/2017,39.582,43.78059,35.38341,55.04752,59.46874,50.62631,17/10/17 13:03
Donald Trump,All polls,10/17/2017,37.98654,42.53926,33.43382,55.80103,60.53177,51.07029,17/10/17 13:03
Donald Trump,Voters,10/16/2017,40.2318,44.60351,35.86009,54.40153,58.94375,49.8593,16/10/17 13:16
Donald Trump,Adults,10/16/2017,36.59012,40.53949,32.64075,56.77091,61.87854,51.66328,2017-10-16
Donald Trump,All polls,10/16/2017,38.14785,42.92557,33.37013,55.5671,60.46063,50.67356,16/10/17 13:16
Donald Trump,All polls,10/15/2017,37.66046,42.1819,33.13901,55.95942,60.62894,51.28989,15/10/17 13:05
Donald Trump,Adults,10/15/2017,36.70586,40.65996,32.75177,56.55759,61.62766,51.48751,2017-10-15
Donald Trump,Voters,10/15/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,15/10/17 13:05
Donald Trump,Voters,10/14/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,14/10/17 13:25
Donald Trump,Adults,10/14/2017,36.65332,40.60168,32.70496,56.59665,61.65913,51.53416,2017-10-14
Donald Trump,All polls,10/14/2017,37.62886,42.14088,33.11685,55.9846,60.64174,51.32746,14/10/17 13:25
Donald Trump,Adults,10/13/2017,36.56348,40.58036,32.5466,56.99356,62.16754,51.81957,2017-10-13
Donald Trump,Voters,10/13/2017,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452,13/10/17 15:48
Donald Trump,All polls,10/13/2017,37.6958,42.24862,33.14298,56.14555,60.83664,51.45445,13/10/17 15:48
Donald Trump,Adults,43079,36.62103,40.75443,32.48763,56.89503,62.17796,51.61209,2017-10-12
Donald Trump,Voters,10/12/17,40.22272,44.41026,36.03518,54.57459,58.44459,50.70459,12/10/17 15:03
Donald Trump,All polls,10/12/17,37.85408,42.50036,33.20779,56.02977,60.74846,51.31108,12/10/17 15:03
Donald Trump,Voters,10/11/17,40.12806,44.28343,35.97269,54.69553,58.60228,50.78879,11/10/17 13:44
Donald Trump,Adults,43049,36.47693,40.54764,32.40623,56.94599,62.31004,51.58194,2017-10-11
Donald Trump,All polls,10/11/17,37.7519,42.36158,33.14222,56.08387,60.84902,51.31871,11/10/17 13:44
Donald Trump,Adults,43018,36.52134,40.70203,32.34066,57.44492,62.79613,52.0937,2017-10-10
Donald Trump,Voters,10/10/17,40.01473,44.3416,35.68786,55.25956,59.37972,51.1394,10/10/17 17:12
Donald Trump,All polls,10/10/17,37.45793,42.27483,32.64103,56.69799,61.66857,51.72741,10/10/17 17:12
Donald Trump,Adults,42988,37.08799,41.16768,33.0083,57.10312,62.35505,51.8512,2017-10-09
Donald Trump,Voters,10/9/17,40.09864,44.44193,35.75536,55.25847,59.37949,51.13745,9/10/17 13:06
Donald Trump,All polls,10/9/17,38.02188,42.73129,33.31248,56.38805,61.22114,51.55496,9/10/17 13:06
Donald Trump,Voters,10/8/17,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,8/10/17 13:06
Donald Trump,Adults,42957,37.14746,41.21215,33.08276,57.21674,62.46442,51.96906,2017-10-08
Donald Trump,All polls,10/8/17,38.10051,42.81056,33.39046,56.43702,61.29832,51.57572,8/10/17 13:06
Donald Trump,Voters,10/7/17,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,7/10/17 13:04
Donald Trump,Adults,42926,37.17203,41.22639,33.11768,57.19087,62.42555,51.95619,2017-10-07
Donald Trump,All polls,10/7/17,38.13292,42.81899,33.44685,56.40413,61.24431,51.56394,7/10/17 13:04
Donald Trump,Adults,42896,37.10485,41.13694,33.07277,57.30538,62.52552,52.08524,2017-10-06
Donald Trump,Voters,10/6/17,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367,6/10/17 18:04
Donald Trump,All polls,10/6/17,38.1001,42.76361,33.4366,56.47272,61.2938,51.65165,6/10/17 18:04
Donald Trump,Voters,10/5/17,40.60885,44.77727,36.44043,54.87642,58.74704,51.0058,5/10/17 18:18
Donald Trump,Adults,42865,38.07584,41.63827,34.51341,56.03094,60.13042,51.93146,2017-10-05
Donald Trump,All polls,10/5/17,38.81237,43.07641,34.54833,55.61481,59.47441,51.75522,5/10/17 18:18
Donald Trump,Voters,10/4/17,40.7621,44.79243,36.73178,54.79143,58.75761,50.82524,4/10/17 16:52
Donald Trump,Adults,42835,38.01492,41.53102,34.49882,56.09282,60.28134,51.9043,2017-10-04
Donald Trump,All polls,10/4/17,38.92259,43.20797,34.6372,55.54972,59.51195,51.58749,4/10/17 16:52
Donald Trump,Voters,10/3/17,40.37353,44.35439,36.39267,54.85959,58.99095,50.72824,3/10/17 17:16
Donald Trump,Adults,42804,37.8289,41.47723,34.18057,55.8531,60.25601,51.45019,2017-10-03
Donald Trump,All polls,10/3/17,38.61701,42.82699,34.40703,55.51572,59.61335,51.41809,3/10/17 17:16
Donald Trump,Adults,42776,37.62963,41.33792,33.92134,55.75329,60.19293,51.31364,2017-10-02
Donald Trump,Voters,10/2/17,40.15312,44.17437,36.13186,54.81033,58.93735,50.68331,2/10/17 13:16
Donald Trump,All polls,10/2/17,38.52001,42.78959,34.25043,55.43917,59.5448,51.33354,2/10/17 13:16
Donald Trump,Adults,42745,37.68137,41.36288,33.99987,55.78199,60.20525,51.35874,2017-10-01
Donald Trump,Voters,10/1/17,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,1/10/17 13:05
Donald Trump,All polls,10/1/17,38.66099,42.96257,34.35941,55.35896,59.44509,51.27284,1/10/17 13:05
Donald Trump,Voters,9/30/2017,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,30/9/17 13:07
Donald Trump,Adults,9/30/2017,37.59743,41.28298,33.91187,55.85502,60.2884,51.42163,2017-09-30
Donald Trump,All polls,9/30/2017,38.61241,42.91461,34.31021,55.40293,59.49294,51.31292,30/9/17 13:07
Donald Trump,Adults,9/29/2017,37.60137,41.27396,33.92879,55.87895,60.33029,51.4276,2017-09-29
Donald Trump,Voters,9/29/2017,40.34256,44.37914,36.30598,54.64625,58.72469,50.56781,29/9/17 15:41
Donald Trump,All polls,9/29/2017,38.62467,42.90867,34.34067,55.41434,59.5141,51.31458,29/9/17 15:41
Donald Trump,Adults,9/28/2017,37.89941,41.75462,34.0442,55.22694,59.74157,50.71231,2017-09-28
Donald Trump,Voters,9/28/2017,40.31269,44.47203,36.15335,54.41755,58.54889,50.2862,28/9/17 14:49
Donald Trump,All polls,9/28/2017,38.82832,43.16374,34.49291,55.08244,59.19535,50.96952,28/9/17 14:49
Donald Trump,Voters,9/27/2017,40.31173,44.53713,36.08633,54.26196,58.49226,50.03165,27/9/17 19:08
Donald Trump,Adults,9/27/2017,37.98526,41.80173,34.16879,55.10514,59.55419,50.6561,2017-09-27
Donald Trump,All polls,9/27/2017,38.79216,43.08302,34.5013,54.94124,59.06998,50.8125,27/9/17 19:08
Donald Trump,Voters,9/26/2017,41.01126,44.83744,37.18507,53.54343,57.98804,49.09881,26/9/17 16:43
Donald Trump,Adults,9/26/2017,38.2449,42.07979,34.41002,54.81219,59.294,50.33038,2017-09-26
Donald Trump,All polls,9/26/2017,38.92197,43.18951,34.65443,54.60735,58.86979,50.34491,26/9/17 16:43
Donald Trump,Adults,9/25/2017,39.09969,42.81534,35.38404,54.47302,59.20583,49.7402,2017-09-25
Donald Trump,Voters,9/25/2017,41.57793,45.39066,37.76519,53.08458,57.52617,48.64299,25/9/17 13:28
Donald Trump,All polls,9/25/2017,39.6704,43.84024,35.50056,54.32408,58.76521,49.88295,25/9/17 13:28
Donald Trump,Voters,9/24/2017,41.49499,45.2257,37.76428,52.96284,57.49514,48.43055,24/9/17 13:06
Donald Trump,Adults,9/24/2017,39.17653,42.9406,35.41246,54.43883,59.20711,49.67055,2017-09-24
Donald Trump,All polls,9/24/2017,39.59408,43.60965,35.57851,54.24086,58.78962,49.6921,24/9/17 13:06
Donald Trump,Voters,9/23/2017,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677,23/9/17 13:03
Donald Trump,Adults,9/23/2017,38.95658,42.86593,35.04724,54.05893,58.88275,49.2351,2017-09-23
Donald Trump,All polls,9/23/2017,39.44529,43.59065,35.29993,54.00235,58.5786,49.42611,23/9/17 13:03
Donald Trump,Voters,9/22/2017,41.25188,45.12013,37.38363,52.82355,57.54034,48.10677,22/9/17 15:13
Donald Trump,Adults,9/22/2017,39.01869,42.89046,35.14693,54.07699,58.88752,49.26646,2017-09-22
Donald Trump,All polls,9/22/2017,39.49464,43.62273,35.36654,54.0083,58.5935,49.4231,22/9/17 15:13
Donald Trump,Adults,9/21/2017,39.37469,43.00726,35.74212,53.34927,58.07776,48.62077,2017-09-21
Donald Trump,Voters,9/21/2017,40.87155,44.5826,37.16049,52.63753,57.53896,47.73609,21/9/17 17:43
Donald Trump,All polls,9/21/2017,39.45935,43.41961,35.49909,53.5658,58.1391,48.99249,21/9/17 17:43
Donald Trump,Adults,9/20/2017,38.84023,42.28319,35.39726,53.24905,58.19955,48.29855,2017-09-20
Donald Trump,Voters,9/20/2017,40.86275,44.56312,37.16238,52.65388,57.55666,47.75111,20/9/17 13:14
Donald Trump,All polls,9/20/2017,39.06307,42.97974,35.1464,53.5909,58.35732,48.82448,20/9/17 13:14
Donald Trump,Voters,9/19/2017,40.38954,44.33314,36.44594,53.92811,58.47723,49.37899,19/9/17 17:53
Donald Trump,Adults,9/19/2017,38.45267,42.11092,34.79441,54.4381,59.13347,49.74273,2017-09-19
Donald Trump,All polls,9/19/2017,38.85189,43.0079,34.69588,54.49646,58.99737,49.99556,19/9/17 17:53
Donald Trump,Adults,9/18/2017,38.50353,42.29119,34.71587,54.44039,59.33059,49.55018,2017-09-18
Donald Trump,Voters,9/18/2017,40.48919,44.62699,36.3514,53.73187,58.4045,49.05925,18/9/17 23:43
Donald Trump,All polls,9/18/2017,38.90175,43.20633,34.59717,54.57581,59.23567,49.91596,18/9/17 23:43
Donald Trump,Adults,9/17/2017,38.39445,42.20641,34.5825,54.59601,59.50399,49.68803,2017-09-17
Donald Trump,Voters,9/17/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,17/9/17 13:15
Donald Trump,All polls,9/17/2017,38.79023,43.07557,34.50489,54.70402,59.38459,50.02346,17/9/17 13:15
Donald Trump,Voters,9/16/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,16/9/17 13:15
Donald Trump,Adults,9/16/2017,38.16751,41.99262,34.3424,55.15108,60.11406,50.18811,2017-09-16
Donald Trump,All polls,9/16/2017,38.79293,43.15847,34.42738,54.80883,59.53611,50.08154,16/9/17 13:15
Donald Trump,Voters,9/15/2017,40.4518,44.50467,36.39894,53.72972,58.343,49.11645,15/9/17 16:32
Donald Trump,Adults,9/15/2017,38.26089,42.04071,34.48106,54.98892,59.86929,50.10856,2017-09-15
Donald Trump,All polls,9/15/2017,38.85391,43.17216,34.53566,54.70395,59.35404,50.05386,15/9/17 16:32
Donald Trump,Adults,9/14/2017,37.67922,41.48695,33.87149,56.30154,60.82011,51.78296,2017-09-14
Donald Trump,Voters,9/14/2017,40.09134,44.2555,35.92719,54.549,58.8194,50.27859,14/9/17 13:05
Donald Trump,All polls,9/14/2017,38.48572,43.06287,33.90856,55.55937,60.04461,51.07413,14/9/17 13:05
Donald Trump,Voters,9/13/2017,39.74465,43.87717,35.61213,54.93554,59.13334,50.73774,13/9/17 13:06
Donald Trump,Adults,9/13/2017,37.67399,41.47846,33.86951,56.40246,60.95191,51.853,2017-09-13
Donald Trump,All polls,9/13/2017,38.20712,42.65783,33.7564,55.90915,60.37368,51.44463,13/9/17 13:06
Donald Trump,Voters,9/12/17,39.55527,43.89106,35.21949,55.24317,59.35269,51.13366,12/9/17 16:45
Donald Trump,Adults,43078,37.3891,41.30806,33.47015,56.79363,61.18481,52.40245,2017-09-12
Donald Trump,All polls,9/12/17,38.1081,42.74432,33.47188,56.23722,60.56918,51.90527,12/9/17 16:45
Donald Trump,Voters,9/11/17,40.31529,44.53437,36.0962,54.72517,58.75313,50.69721,11/9/17 13:04
Donald Trump,Adults,43048,38.23683,42.24704,34.22662,56.34893,60.9426,51.75525,2017-09-11
Donald Trump,All polls,9/11/17,38.71809,43.24094,34.19524,55.95098,60.34079,51.56116,11/9/17 13:04
Donald Trump,Adults,43017,38.22231,42.24351,34.20111,56.30355,60.92258,51.68452,2017-09-10
Donald Trump,Voters,9/10/17,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,10/9/17 13:03
Donald Trump,All polls,9/10/17,38.75933,43.3353,34.18337,55.87571,60.32141,51.43,10/9/17 13:03
Donald Trump,Adults,42987,38.21482,42.23446,34.19518,56.3358,60.97066,51.70095,2017-09-09
Donald Trump,Voters,9/9/17,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,9/9/17 13:04
Donald Trump,All polls,9/9/17,38.76101,43.32641,34.19561,55.89272,60.3409,51.44453,9/9/17 13:04
Donald Trump,Voters,9/8/17,40.44044,44.67823,36.20266,54.6344,58.66391,50.60488,8/9/17 15:36
Donald Trump,Adults,42956,38.10756,42.14488,34.07023,56.42276,61.05741,51.78811,2017-09-08
Donald Trump,All polls,9/8/17,38.68817,43.26941,34.10693,55.95134,60.39766,51.50502,8/9/17 15:36
Donald Trump,Adults,42925,37.70192,41.58705,33.8168,56.98782,61.75868,52.21696,2017-09-07
Donald Trump,Voters,9/7/17,39.82632,44.01718,35.63547,55.34008,59.46281,51.21735,7/9/17 14:07
Donald Trump,All polls,9/7/17,38.37829,42.91252,33.84407,56.37593,60.91397,51.83789,7/9/17 14:07
Donald Trump,Adults,42895,37.38649,41.32706,33.44593,57.16378,62.09415,52.23342,2017-09-06
Donald Trump,Voters,9/6/17,39.78395,43.91262,35.65529,55.35294,59.48346,51.22242,6/9/17 13:07
Donald Trump,All polls,9/6/17,38.21691,42.74511,33.68871,56.44203,61.08582,51.79824,6/9/17 13:07
Donald Trump,Voters,9/5/17,39.3034,43.36219,35.24461,55.7341,59.87082,51.59739,5/9/17 17:32
Donald Trump,Adults,42864,36.75838,40.50233,33.01443,57.60414,62.35545,52.85284,2017-09-05
Donald Trump,All polls,9/5/17,37.76652,42.23053,33.30251,56.80103,61.37112,52.23093,5/9/17 17:32
Donald Trump,Voters,9/4/17,38.7773,42.84619,34.7084,56.08899,60.20845,51.96954,4/9/17 13:04
Donald Trump,Adults,42834,36.54958,40.29377,32.80539,57.64956,62.5812,52.71791,2017-09-04
Donald Trump,All polls,9/4/17,37.50347,41.89262,33.11432,56.98285,61.5484,52.41729,4/9/17 13:04
Donald Trump,Adults,42803,36.37417,40.09522,32.65312,57.84581,62.78358,52.90805,2017-09-03
Donald Trump,Voters,9/3/17,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,3/9/17 13:06
Donald Trump,All polls,9/3/17,37.35038,41.70014,33.00063,57.18285,61.76844,52.59725,3/9/17 13:06
Donald Trump,Voters,9/2/17,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,2/9/17 13:02
Donald Trump,Adults,42775,36.25883,40.02353,32.49413,58.04179,63.0463,53.03728,2017-09-02
Donald Trump,All polls,9/2/17,37.28516,41.66122,32.90909,57.30523,61.94461,52.66586,2/9/17 13:02
Donald Trump,Adults,42744,36.30648,40.03671,32.57625,57.99635,62.9889,53.00381,2017-09-01
Donald Trump,Voters,9/1/17,38.72445,42.70963,34.73928,56.20359,60.30949,52.0977,1/9/17 16:19
Donald Trump,All polls,9/1/17,37.3336,41.67601,32.99118,57.26038,61.87663,52.64413,1/9/17 16:19
Donald Trump,Voters,8/31/2017,38.60115,42.67866,34.52364,56.26993,60.48548,52.05437,31/8/17 13:04
Donald Trump,Adults,8/31/2017,36.05339,39.73016,32.37662,57.89574,63.01268,52.77881,2017-08-31
Donald Trump,All polls,8/31/2017,37.22177,41.5991,32.84444,57.22581,61.89116,52.56047,31/8/17 13:04
Donald Trump,Adults,8/30/2017,36.11767,39.72343,32.51191,57.82173,62.96367,52.67979,2017-08-30
Donald Trump,Voters,8/30/2017,38.63689,42.70835,34.56542,56.25348,60.45604,52.05091,30/8/17 22:03
Donald Trump,All polls,8/30/2017,37.31853,41.68003,32.95704,57.14878,61.81176,52.48579,30/8/17 22:03
Donald Trump,Adults,8/29/2017,35.83307,39.4631,32.20303,58.1829,63.29436,53.07143,2017-08-29
Donald Trump,Voters,8/29/2017,38.09775,42.42518,33.77031,56.34618,60.81544,51.87691,29/8/17 14:16
Donald Trump,All polls,8/29/2017,36.82207,41.25789,32.38624,57.44258,62.25244,52.63271,29/8/17 14:16
Donald Trump,Voters,8/28/2017,38.49717,42.82244,34.17189,56.13604,60.62732,51.64477,28/8/17 13:11
Donald Trump,Adults,8/28/2017,35.77592,39.58704,31.9648,57.90997,63.0029,52.81705,2017-08-28
Donald Trump,All polls,8/28/2017,36.92813,41.51923,32.33704,57.2124,61.92688,52.49792,28/8/17 13:11
Donald Trump,Adults,8/27/2017,35.77816,39.57776,31.97856,57.89424,62.9564,52.83207,2017-08-27
Donald Trump,Voters,8/27/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,27/8/17 13:03
Donald Trump,All polls,8/27/2017,36.92144,41.48524,32.35764,57.19756,61.90208,52.49304,27/8/17 13:03
Donald Trump,Adults,8/26/2017,35.78688,39.57668,31.99707,57.87026,62.90443,52.83609,2017-08-26
Donald Trump,Voters,8/26/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,26/8/17 13:03
Donald Trump,All polls,8/26/2017,36.93331,41.47746,32.38916,57.17996,61.86016,52.49976,26/8/17 13:03
Donald Trump,Voters,8/25/2017,38.49583,42.78054,34.21112,56.11722,60.57177,51.66267,25/8/17 14:51
Donald Trump,Adults,8/25/2017,35.74794,39.54499,31.9509,57.8345,62.84203,52.82697,2017-08-25
Donald Trump,All polls,8/25/2017,36.91675,41.45602,32.37748,57.15396,61.81174,52.49618,25/8/17 14:51
Donald Trump,Voters,8/24/2017,38.61401,42.91553,34.3125,55.61862,60.15855,51.07868,24/8/17 13:05
Donald Trump,Adults,8/24/2017,35.95277,39.78584,32.1197,57.41348,62.47303,52.35392,2017-08-24
Donald Trump,All polls,8/24/2017,37.01527,41.47535,32.5552,56.76907,61.49586,52.04228,24/8/17 13:05
Donald Trump,Adults,8/23/2017,36.0565,39.86063,32.25236,57.31284,62.33797,52.28772,2017-08-23
Donald Trump,Voters,8/23/2017,38.47126,42.75419,34.18832,55.76075,60.32465,51.19686,23/8/17 14:11
Donald Trump,All polls,8/23/2017,36.92514,41.28721,32.56307,56.83273,61.54496,52.1205,23/8/17 14:11
Donald Trump,Voters,8/22/2017,39.12299,43.45678,34.7892,55.47832,60.18941,50.76723,22/8/17 16:28
Donald Trump,Adults,8/22/2017,35.67125,39.45868,31.88382,57.80386,62.71664,52.89108,2017-08-22
Donald Trump,All polls,8/22/2017,36.81282,41.33916,32.28648,57.00314,61.75926,52.24702,22/8/17 16:28
Donald Trump,Voters,8/21/2017,39.59126,44.05444,35.12809,54.82199,59.6122,50.03179,21/8/17 21:35
Donald Trump,Adults,8/21/2017,35.88695,39.80593,31.96796,57.15897,62.13844,52.1795,2017-08-21
Donald Trump,All polls,8/21/2017,37.05765,41.65087,32.46442,56.54782,61.33219,51.76345,21/8/17 21:35
Donald Trump,All polls,8/20/2017,37.72692,42.34237,33.11146,55.43607,60.20604,50.66609,20/8/17 18:39
Donald Trump,Voters,8/20/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,20/8/17 18:39
Donald Trump,Adults,8/20/2017,36.341,40.34136,32.34063,55.70692,60.7416,50.67225,2017-08-20
Donald Trump,All polls,8/19/2017,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106,20/8/17 18:39
Donald Trump,Adults,8/19/2017,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403,2017-08-20
Donald Trump,Voters,8/19/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,20/8/17 18:39
Donald Trump,Adults,8/18/2017,36.38994,40.39721,32.38268,55.65908,60.64413,50.67403,2017-08-18
Donald Trump,Voters,8/18/2017,39.6217,44.07013,35.17327,54.81041,59.58671,50.0341,18/8/17 19:56
Donald Trump,All polls,8/18/2017,37.79533,42.40402,33.18665,55.39618,60.15129,50.64106,18/8/17 19:56
Donald Trump,Voters,8/17/2017,40.14403,44.42183,35.86623,53.8097,58.50616,49.11323,17/8/17 13:06
Donald Trump,Adults,8/17/2017,36.85913,40.8399,32.87836,54.9086,59.85916,49.95805,2017-08-17
Donald Trump,All polls,8/17/2017,37.85554,42.33533,33.37575,54.9286,59.70444,50.15276,17/8/17 13:06
Donald Trump,Adults,8/16/2017,36.79667,40.79628,32.79707,54.94242,59.92448,49.96037,2017-08-16
Donald Trump,Voters,8/16/2017,39.79543,44.18729,35.40357,53.64213,58.44459,48.83966,16/8/17 16:23
Donald Trump,All polls,8/16/2017,37.33916,41.82668,32.85165,55.03362,59.93123,50.136,16/8/17 16:23
Donald Trump,Adults,8/15/2017,37.07734,41.1385,33.01617,55.79198,60.60711,50.97684,2017-08-15
Donald Trump,Voters,8/15/2017,39.32666,43.66765,34.98568,54.21491,58.96895,49.46087,15/8/17 22:09
Donald Trump,All polls,8/15/2017,37.63694,42.20628,33.0676,55.55735,60.32541,50.78928,15/8/17 22:09
Donald Trump,Voters,8/14/2017,39.25485,43.69183,34.81787,54.94202,59.42392,50.46012,14/8/17 13:03
Donald Trump,Adults,8/14/2017,36.51901,40.61835,32.41967,57.78039,62.08418,53.4766,2017-08-14
Donald Trump,All polls,8/14/2017,37.39813,42.12861,32.66765,56.64359,61.21503,52.07214,14/8/17 13:03
Donald Trump,Voters,8/13/2017,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,13/8/17 13:13
Donald Trump,Adults,8/13/2017,36.69472,40.71627,32.67317,57.57878,61.7786,53.37896,2017-08-13
Donald Trump,All polls,8/13/2017,37.57039,42.26449,32.87629,56.46309,60.98093,51.94524,13/8/17 13:13
Donald Trump,Adults,43077,36.75468,40.76329,32.74608,57.43847,61.60697,53.26997,2017-08-12
Donald Trump,Voters,8/12/17,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,12/8/17 16:41
Donald Trump,All polls,8/12/17,37.62228,42.29346,32.9511,56.35921,60.83619,51.88224,12/8/17 16:41
Donald Trump,Voters,8/11/17,39.34763,43.80651,34.88874,54.87801,59.37757,50.37844,11/8/17 17:37
Donald Trump,Adults,43047,36.63607,40.40025,32.87189,57.46092,61.61914,53.3027,2017-08-11
Donald Trump,All polls,8/11/17,37.56736,42.19353,32.94119,56.34317,60.85007,51.83627,11/8/17 17:37
Donald Trump,Adults,43016,36.22694,40.02581,32.42806,57.69921,61.93799,53.46042,2017-08-10
Donald Trump,Voters,8/10/17,38.53228,43.21464,33.84991,56.22918,60.97047,51.4879,10/8/17 13:05
Donald Trump,All polls,8/10/17,36.93701,41.71968,32.15434,57.06971,61.59443,52.54499,10/8/17 13:05
Donald Trump,Voters,8/9/17,38.39414,42.98488,33.8034,56.41191,61.11378,51.71004,9/8/17 13:13
Donald Trump,Adults,42986,36.23774,40.054,32.42149,57.79395,62.03753,53.55037,2017-08-09
Donald Trump,All polls,8/9/17,36.86343,41.55867,32.16819,57.23425,61.74557,52.72292,9/8/17 13:13
Donald Trump,Adults,42955,36.17896,40.09509,32.26283,58.15186,62.28333,54.02039,2017-08-08
Donald Trump,Voters,8/8/17,38.25177,43.0317,33.47185,56.82254,61.65517,51.98991,8/8/17 17:34
Donald Trump,All polls,8/8/17,36.90808,41.69695,32.11922,57.43502,61.98555,52.88449,8/8/17 17:34
Donald Trump,Adults,42924,36.43844,40.59006,32.28683,57.34126,61.52499,53.15753,2017-08-07
Donald Trump,Voters,8/7/17,37.74126,42.37014,33.11238,57.28339,61.7383,52.82848,7/8/17 21:42
Donald Trump,All polls,8/7/17,36.60229,41.33248,31.87211,57.36718,61.76018,52.97419,7/8/17 21:42
Donald Trump,Voters,8/6/17,37.39128,42.04111,32.74145,57.57107,62.10695,53.03519,6/8/17 17:29
Donald Trump,Adults,42894,36.92662,40.7111,33.14214,57.10833,61.48961,52.72705,2017-08-06
Donald Trump,All polls,8/6/17,36.98021,41.55582,32.40461,57.27692,61.87062,52.68322,6/8/17 17:29
Donald Trump,Adults,42863,36.92022,40.73939,33.10106,57.04646,61.50038,52.59254,2017-08-05
Donald Trump,Voters,8/5/17,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,5/8/17 16:25
Donald Trump,All polls,8/5/17,36.95828,41.55743,32.35914,57.26429,61.90297,52.6256,5/8/17 16:25
Donald Trump,Adults,42833,36.86573,40.69488,33.03659,57.28303,61.73932,52.82673,2017-08-04
Donald Trump,Voters,8/4/17,37.27709,41.97725,32.57693,57.64736,62.24009,53.05463,4/8/17 17:09
Donald Trump,All polls,8/4/17,36.91279,41.50656,32.31903,57.43717,62.06231,52.81203,4/8/17 17:09
Donald Trump,Voters,8/3/17,37.2991,42.04794,32.55027,57.72597,62.39594,53.05601,3/8/17 13:05
Donald Trump,Adults,42802,36.98343,40.85014,33.11673,57.11368,61.58009,52.64727,2017-08-03
Donald Trump,All polls,8/3/17,37.01992,41.67223,32.3676,57.37531,62.04323,52.70739,3/8/17 13:05
Donald Trump,Voters,8/2/17,37.31966,42.09148,32.54784,57.76991,62.49352,53.0463,2/8/17 13:38
Donald Trump,Adults,42774,37.009,40.88349,33.13451,57.20819,61.74978,52.66661,2017-08-02
Donald Trump,All polls,8/2/17,37.04735,41.72179,32.37292,57.46737,62.21899,52.71576,2/8/17 13:38
Donald Trump,Adults,42743,37.12984,41.0323,33.22738,57.07516,61.61325,52.53707,2017-08-01
Donald Trump,Voters,8/1/17,38.21495,42.30776,34.12214,57.22556,61.76926,52.68185,1/8/17 16:09
Donald Trump,All polls,8/1/17,37.76429,42.14993,33.37865,56.74495,61.29782,52.19208,1/8/17 16:09
Donald Trump,Voters,7/31/2017,38.83294,42.89334,34.77254,56.40698,60.92976,51.8842,31/7/17 17:43
